CAS,0-200 Points,0-200 Peaks,0-200 AUC,200-300 Points,200-300 Peaks,200-300 AUC,300-400 Points,300-400 Peaks,300-400 AUC,400-500 Points,400-500 Peaks,400-500 AUC,500-600 Points,500-600 Peaks,500-600 AUC,600-700 Points,600-700 Peaks,600-700 AUC,700-800 Points,700-800 Peaks,700-800 AUC,800-900 Points,800-900 Peaks,800-900 AUC,900-1000 Points,900-1000 Peaks,900-1000 AUC,1000-1100 Points,1000-1100 Peaks,1000-1100 AUC,1100-1200 Points,1100-1200 Peaks,1100-1200 AUC,1200-1300 Points,1200-1300 Peaks,1200-1300 AUC,1300-1400 Points,1300-1400 Peaks,1300-1400 AUC,1400-1500 Points,1400-1500 Peaks,1400-1500 AUC,1500-1600 Points,1500-1600 Peaks,1500-1600 AUC,1600-1700 Points,1600-1700 Peaks,1600-1700 AUC,1700-1800 Points,1700-1800 Peaks,1700-1800 AUC,1800-1900 Points,1800-1900 Peaks,1800-1900 AUC,1900-2000 Points,1900-2000 Peaks,1900-2000 AUC,2000-2100 Points,2000-2100 Peaks,2000-2100 AUC,2100-2200 Points,2100-2200 Peaks,2100-2200 AUC,2200-2300 Points,2200-2300 Peaks,2200-2300 AUC,2300-2400 Points,2300-2400 Peaks,2300-2400 AUC,2400-2500 Points,2400-2500 Peaks,2400-2500 AUC,2500-2600 Points,2500-2600 Peaks,2500-2600 AUC,2600-2700 Points,2600-2700 Peaks,2600-2700 AUC,2700-2800 Points,2700-2800 Peaks,2700-2800 AUC,2800-2900 Points,2800-2900 Peaks,2800-2900 AUC,2900-3000 Points,2900-3000 Peaks,2900-3000 AUC,3000-3100 Points,3000-3100 Peaks,3000-3100 AUC,3100-3200 Points,3100-3200 Peaks,3100-3200 AUC,3200-3300 Points,3200-3300 Peaks,3200-3300 AUC,3300-3400 Points,3300-3400 Peaks,3300-3400 AUC,3400-3500 Points,3400-3500 Peaks,3400-3500 AUC,3500-3600 Points,3500-3600 Peaks,3500-3600 AUC,3600-3700 Points,3600-3700 Peaks,3600-3700 AUC,3700-3800 Points,3700-3800 Peaks,3700-3800 AUC,3800-3900 Points,3800-3900 Peaks,3800-3900 AUC,3900-4000 Points,3900-4000 Peaks,3900-4000 AUC,4000-4100 Points,4000-4100 Peaks,4000-4100 AUC,4100-4200 Points,4100-4200 Peaks,4100-4200 AUC,4200-4300 Points,4200-4300 Peaks,4200-4300 AUC,4300-4400 Points,4300-4400 Peaks,4300-4400 AUC,4400-4500 Points,4400-4500 Peaks,4400-4500 AUC,4500-4600 Points,4500-4600 Peaks,4500-4600 AUC,4600-4700 Points,4600-4700 Peaks,4600-4700 AUC,4700-4800 Points,4700-4800 Peaks,4700-4800 AUC,4800-4900 Points,4800-4900 Peaks,4800-4900 AUC,4900-5000 Points,4900-5000 Peaks,4900-5000 AUC,5000-5100 Points,5000-5100 Peaks,5000-5100 AUC
C20323744,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,4.0,47.98079997634271,51,6.0,91.93463119187854,52,4.0,92.46526081873681,52,4.0,92.08425313334462,52,2.0,93.53395387037982,52,2.0,79.28360730311495,52,1.0,66.58414057099466,51,3.0,49.22208383266829,52,2.0,84.24801507237322,52,2.0,81.3212669119786,52,2.0,74.85150791556707,52,0.0,80.39419910866218,52,1.0,85.42298006208908,51,7.0,95.65896636021688,52,4.0,97.76641805413965,52,12.0,97.74694693541457,52,11.0,98.11522289706524,52,10.0,98.30801097184903,52,13.0,98.4015990208131,52,12.0,98.45560951783158,51,11.0,96.39375953784085,52,8.0,98.12675610268249,52,7.0,98.05792787657596,52,3.0,92.34956335338877,52,2.0,82.42283166214628,52,1.0,93.46985859785518,51,13.0,96.12360980191974,52,10.0,98.50745478223602,52,5.0,94.73047664838151,52,4.0,96.87550524664256,52,6.0,96.54317693796033,52,12.0,98.90937445365279,51,13.0,96.93566551899896,52,11.0,98.8346848341609,52,15.0,98.81445003106006,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2443585,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,1.0,45.95374139935316,26,4.0,96.30371319754852,26,2.0,95.00545951816349,26,1.0,95.84917356621867,26,1.0,95.94483401567136,26,2.0,96.01700930985798,26,4.0,93.5791839053154,25,1.0,90.8502966310338,26,2.0,95.35637946093247,26,2.0,94.43085299976768,26,1.0,95.66548887291964,26,1.0,95.51487518512835,26,4.0,96.31371991164869,26,3.0,96.2809500790605,26,2.0,96.34123367297303,26,4.0,96.38684550615395,26,4.0,96.3938960072932,26,3.0,96.38771352320398,26,4.0,96.36208648849819,26,4.0,96.37408266150598,25,4.0,92.54103816775662,26,6.0,96.40511347956698,26,5.0,96.4057417331019,26,3.0,96.35119994509276,26,3.0,96.11049005208389,26,2.0,95.04969678802968,26,2.0,96.37187551930964,26,5.0,96.45389830628774,26,7.0,96.44337525291256,26,5.0,96.44170693328559,26,5.0,96.45046049518844,26,1.0,95.47371932850331,25,6.0,92.59225556271531,26,5.0,96.44231194206733,26,5.0,96.46679432563448,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C1501275,0,0,0,0,0.0,0.0,0,0.0,0.0,13,3.0,46.90506228264413,25,6.0,86.65327275362722,25,5.0,88.20411947852179,25,8.0,92.99809729369842,25,6.0,94.0889446780415,25,6.0,92.94057954229504,25,3.0,76.91585797249492,25,2.0,52.31474586247112,25,2.0,70.11241171877481,25,3.0,79.55448537540668,25,1.0,86.44550875737028,25,8.0,95.03600153010996,25,5.0,93.9340854222328,25,1.0,51.44533878880212,25,4.0,87.97694992412025,25,8.0,95.80639973134615,25,8.0,96.02156024721572,25,8.0,96.47107555250119,25,6.0,96.38326344536691,25,7.0,96.24329820525108,25,8.0,96.25026290323368,25,7.0,96.27809097689799,25,7.0,96.23723044923,25,5.0,96.15733951860756,25,2.0,93.87740284040073,25,1.0,83.96501504590064,25,3.0,92.81899751507822,25,8.0,95.39123495851456,25,7.0,95.8781206336798,25,8.0,95.93187232864909,25,9.0,95.84694939482048,25,3.0,87.6171530322244,25,6.0,95.76608697391055,25,8.0,96.1027825812958,25,7.0,96.30884678064425,17,5.0,64.1481769635789,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C33611437,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,5.0,50.1320532772938,51,7.0,96.00810611611287,52,7.0,97.75111114436788,52,3.0,96.20369588380055,52,3.0,96.41361133624729,52,4.0,93.05251776365633,52,2.0,81.09390628254366,51,2.0,84.94651398065375,52,2.0,91.84333986490272,52,1.0,94.5169125811023,52,11.0,98.02212535829996,52,6.0,98.05207380242878,52,1.0,88.00053490106647,51,6.0,96.0694661800321,52,8.0,98.12726561282612,52,9.0,98.16627022127147,52,12.0,98.3986332043847,52,13.0,98.42388864499897,52,12.0,98.43428555023799,52,11.0,98.43635610472316,51,8.0,96.47330506294551,52,3.0,97.7005233673942,52,1.0,94.94352848592948,52,2.0,88.1595046481261,52,1.0,87.17678686673102,52,2.0,97.3389913155953,51,10.0,96.45134305382862,52,12.0,98.53907618456468,52,13.0,98.58311101232977,52,9.0,98.49461619473608,52,11.0,98.50305850477878,52,11.0,98.59161743879368,51,11.0,96.63743232509351,52,12.0,98.53758392942306,52,9.0,98.47247875554325,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C18956871,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,1.0,50.13442916789064,51,4.0,93.991236108874,52,4.0,92.45811366261458,52,3.0,94.78715212078632,52,6.0,96.95008721869547,52,3.0,96.50599063043856,52,2.0,91.0702767089549,51,2.0,84.38409106118782,52,1.0,96.1691092656958,52,2.0,91.64980812830122,52,2.0,97.4089532022036,52,2.0,97.86564887801073,52,1.0,83.84323936508325,51,2.0,95.28704460536498,52,6.0,98.19407221092766,52,12.0,98.69507717199016,52,12.0,98.70405372912799,52,11.0,98.63679574064244,52,7.0,98.51972392529122,52,14.0,98.62488664306225,51,11.0,96.67581029074458,52,11.0,98.74359249872278,52,12.0,98.76738144226148,52,11.0,98.74720528426522,52,9.0,98.7078551619377,52,3.0,96.39441653978317,51,8.0,96.67396666311413,52,12.0,98.78632344318302,52,12.0,98.78404494445061,52,9.0,98.74770936023279,52,8.0,98.61849034581365,52,12.0,98.77513160869873,51,13.0,96.8103928055292,52,12.0,98.776799993575,52,11.0,98.78014323319779,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C16879020,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,3.0,48.06252759342472,25,4.0,95.6001426753563,25,2.0,94.3194212336382,25,0.0,95.16828762282731,25,2.0,94.00796712772659,25,1.0,94.6017970674902,25,1.0,89.71875564593114,25,2.0,91.10174790543262,25,0.0,95.33029211097012,25,1.0,86.86675526125504,25,2.0,88.80210699781495,25,0.0,93.82329654117436,25,1.0,94.85889687131473,25,1.0,96.06188962024146,25,2.0,96.10948079957635,25,3.0,96.17283798371409,25,1.0,96.11826407161522,25,2.0,96.1230370194974,25,3.0,96.09247096270235,25,4.0,96.1060961469524,25,4.0,96.07589101806641,25,2.0,96.12766304819199,25,4.0,96.130862613114,25,1.0,96.178763134792,25,3.0,96.20210409082202,25,2.0,95.91739279013731,25,4.0,96.06304842925321,25,4.0,96.17010976862869,25,3.0,96.17041347638809,25,2.0,95.99071917942072,25,2.0,94.67735809489272,25,2.0,95.07659798528151,25,6.0,96.14133573760503,12,1.0,44.06586067531818,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2032351,0,0,0,0,0.0,0.0,0,0.0,0.0,48,2.0,40.50785899747198,100,16.0,88.11393413993729,100,3.0,79.24751370070172,100,5.0,84.03362307131388,100,6.0,81.08410318392585,100,2.0,73.28457045550633,100,6.0,18.658494234711405,100,4.0,26.637994222630894,100,5.0,73.39559821934819,100,4.0,62.71165779972563,100,7.0,67.17767393970635,100,7.0,80.47052984141058,100,6.0,88.63914192883011,100,7.0,87.70233047141299,100,16.0,87.13173917852743,100,4.0,86.5541805082711,100,6.0,89.03514057125157,100,20.0,88.87993740953866,100,18.0,88.9170104337252,100,12.0,89.69562371669844,100,5.0,89.46373482814671,100,2.0,89.5239508750535,100,10.0,87.5647571408746,100,5.0,83.61514392579471,100,2.0,61.07108585583597,100,5.0,35.03049954364782,100,4.0,79.36378974116018,100,9.0,89.82911127301345,99,6.0,90.17514505834191,101,11.0,93.00553430372379,100,7.0,91.71138842525563,100,16.0,90.85268977748669,100,20.0,90.670629936792,100,10.0,90.45928518840985,20,2.0,17.33511105644369,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C24323237,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,1.0,47.726860580763436,25,0.0,95.85840491667287,25,2.0,95.88249775790919,25,4.0,96.00582516409756,25,2.0,96.00599573131123,25,0.0,95.52540448568328,25,1.0,95.21112630454162,25,0.0,95.89158983220358,25,1.0,95.79485109282442,25,1.0,95.81305094551661,25,4.0,96.01272751577044,25,2.0,96.00792400869021,25,1.0,94.93799623283215,25,1.0,95.93172409598756,25,5.0,96.02746060473453,25,6.0,96.02843387594407,25,4.0,96.02147207421132,25,4.0,96.028462598871,25,5.0,96.02392487363943,25,5.0,96.0233800468911,25,6.0,96.02704135550024,25,5.0,96.01531253035529,25,3.0,95.99008488627204,25,1.0,95.38688703288618,25,1.0,94.11304564721327,25,4.0,95.93154606181807,25,4.0,96.00909501412735,25,4.0,96.0195343028218,25,5.0,96.02424122179218,25,6.0,96.0201455944845,25,2.0,95.7554781572693,25,4.0,96.00055116193045,25,7.0,96.01311726304239,12,3.0,44.00259199385584,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2873189,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,4.0,50.2469870733199,51,9.0,96.4603156244059,52,3.0,94.71381262424707,52,7.0,98.04976237093746,52,2.0,96.46354721875097,52,6.0,91.19225594188099,52,11.0,98.43255527381245,51,10.0,96.00152083449704,52,6.0,98.21592237655757,52,2.0,96.2031529486562,52,2.0,96.17762752586778,52,7.0,98.42348738273581,52,5.0,98.15593596129308,51,8.0,96.56917595236362,52,8.0,98.49339702585856,52,8.0,98.46918147022569,52,13.0,98.48820878711652,52,11.0,98.48136123950614,52,12.0,98.48290836197371,52,13.0,98.43848133046349,51,10.0,96.55449359839176,52,12.0,98.49855668707208,52,9.0,98.48237462564644,52,14.0,98.47067945245303,52,9.0,98.50259292069056,52,10.0,98.44076371623548,51,11.0,96.56542545325485,52,12.0,98.53128354474119,52,14.0,98.53263453061736,52,12.0,98.54986381351623,52,8.0,98.53461712699331,52,12.0,98.53879303633373,51,11.0,96.59779619919922,52,10.0,98.50425236791257,52,15.0,98.55494369432056,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C27998603,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,3.0,49.99054504303505,51,6.0,95.79083914432967,52,1.0,97.08160691822097,52,10.0,98.11797033287894,52,8.0,97.92060633170715,52,3.0,97.23874285480416,52,3.0,97.82459242934392,51,8.0,96.18117953637478,52,3.0,97.84721251206406,52,4.0,97.96789945966673,52,7.0,98.00750555437477,52,9.0,98.0269846132648,52,11.0,98.26346927154434,51,9.0,96.32496223038655,52,12.0,98.27812240652456,52,12.0,98.31979375833706,52,13.0,98.29827389287742,52,12.0,98.31376073928892,52,13.0,98.28894119804282,52,12.0,98.30969408140201,51,10.0,96.37338614933992,52,13.0,98.30611381124025,52,12.0,98.3075665825335,52,12.0,98.29773462629275,52,9.0,98.23608444796176,52,4.0,97.73688086923354,51,10.0,96.3422690989026,52,12.0,98.34402632848754,52,13.0,98.35108485071108,52,10.0,98.34928950102218,52,10.0,98.28852174746132,52,10.0,98.29703912836649,51,10.0,96.41404922119092,52,11.0,98.344996491599,52,11.0,98.34857268268982,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2127039,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,6.0,50.12991312330631,51,8.0,96.35615777771442,52,3.0,97.49923755300175,52,8.0,98.26615460433293,52,8.0,98.14418222319503,52,9.0,98.20994782130128,52,5.0,97.27776068461937,51,10.0,96.32033105320463,52,8.0,98.29393663351206,52,4.0,97.15036373524944,52,3.0,96.93016301854274,52,9.0,98.22373177412003,52,12.0,98.31901146997428,51,12.0,96.38164639906833,52,8.0,98.31168970713212,52,10.0,98.34773083996241,52,11.0,98.34093399536444,52,12.0,98.33676101848353,52,10.0,98.33012609616446,52,12.0,98.32570340374545,51,10.0,96.39836184518109,52,10.0,98.32955296878487,52,13.0,98.34659273789039,52,14.0,98.33029703199578,52,10.0,98.29894017865477,52,5.0,97.91074012825293,51,12.0,96.373698521136,52,12.0,98.35132827708635,52,12.0,98.33332441261562,52,12.0,98.31751721553836,52,13.0,98.36313186423229,52,10.0,98.36580314392107,51,12.0,96.42298151709848,52,12.0,98.3495740033993,52,11.0,98.35538417369612,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C45206915,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,26,3.0,48.37345736315148,52,8.0,98.63457718570766,52,2.0,98.07694914842787,52,10.0,98.3988247564214,52,2.0,98.10521827803232,52,1.0,96.91052202665195,51,1.0,94.72498116751402,52,5.0,96.7318528670153,52,1.0,95.38508697137102,52,2.0,95.48590537259263,52,5.0,98.43242099232263,52,4.0,98.02446469091814,51,1.0,92.12768290698169,52,9.0,98.68330314399559,52,12.0,98.76319636647655,52,13.0,98.73092212787031,52,12.0,98.74106973988381,52,9.0,98.74502307300705,51,10.0,96.80545467624678,52,10.0,98.7449566448017,52,10.0,98.66584111020627,52,6.0,98.37028413394762,52,3.0,97.95741763749746,52,1.0,87.62141783390337,51,1.0,69.85207602638815,52,2.0,97.26026923283365,52,11.0,98.48107720743103,52,8.0,98.72510513566439,52,12.0,98.72868906241379,52,10.0,98.65484777315264,51,13.0,96.86663675824825,52,12.0,98.76056291255186,52,10.0,98.75449174383819,52,12.0,98.738430893929,52,13.0,98.70138315167655,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C54060309,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,26,3.0,94.33133914387098,26,3.0,87.10491969759836,26,1.0,92.37572568095963,26,1.0,94.20433403052374,26,2.0,95.07326420360549,26,1.0,95.4764790253385,26,1.0,95.23989661840218,25,2.0,88.40023949508887,26,0.0,95.3260366999453,26,2.0,93.71529267755946,26,1.0,92.20743445628896,26,1.0,90.14093676229268,26,1.0,96.00684377365937,26,1.0,96.22375339480922,26,2.0,96.26166421397515,26,0.0,96.29923591907635,26,3.0,96.2539406421397,26,3.0,96.46519720424804,26,5.0,96.46998360755873,26,4.0,96.51335625728899,25,2.0,92.59714328808877,26,1.0,96.49271900630886,26,1.0,96.46670187758782,26,3.0,96.51337212226223,26,0.0,96.46903743693797,26,1.0,94.50360548946841,26,1.0,96.36320034178682,26,1.0,95.86510496833016,26,1.0,93.20390304812223,26,1.0,95.5403847285586,26,2.0,96.28825129082308,26,5.0,96.54548780488554,25,4.0,92.66054828992542,26,3.0,96.46369485890973,26,3.0,96.43521603028191,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C4001734,0,0,0,0,0.0,0.0,0,0.0,0.0,44,0.0,36.02471268649854,100,1.0,81.10808782755504,100,4.0,57.90109146149308,100,5.0,61.9461943679987,100,3.0,81.31454596289807,99,4.0,79.86597686306129,101,3.0,73.81688520895378,100,5.0,67.71254274618983,99,2.0,63.23209209680412,101,6.0,53.80671425944044,99,4.0,64.3302280093486,101,4.0,64.3275868146525,100,2.0,47.282043706430805,99,3.0,81.71140898653061,101,9.0,81.66837255041635,99,6.0,78.8095772815922,100,0.0,80.6799288624325,101,1.0,78.56850247199564,99,0.0,73.49757674185099,100,11.0,71.52374782794354,101,23.0,71.56239164949298,99,0.0,68.68901710984974,100,0.0,66.71941034136317,100,1.0,63.791660753603644,100,0.0,62.05552518032997,100,1.0,58.7562730227471,100,0.0,53.317576182443595,100,2.0,40.8759660210275,100,1.0,47.14798591963566,100,2.0,37.91391386572837,100,0.0,65.21130212331016,100,0.0,62.748656462360266,100,0.0,59.989941649639434,100,1.0,57.76129946318829,19,1.0,10.329242551525072,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C3148730,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,26,6.0,48.06374317869974,52,7.0,98.12429923206702,52,10.0,98.19758809217174,52,8.0,98.2330119406312,52,5.0,98.17675508938989,52,7.0,98.17904011765711,51,5.0,96.2731832484228,52,2.0,97.51747178740612,52,5.0,97.823529178769,52,3.0,96.7740416861793,52,11.0,98.19860824365338,52,2.0,97.22230376134587,51,1.0,94.70730905079495,52,7.0,98.28461534098403,52,11.0,98.3535138196927,52,12.0,98.34941184962011,52,11.0,98.34259404593925,52,9.0,98.3879518784792,51,9.0,96.43744827968555,52,12.0,98.37296606810922,52,12.0,98.37544057921983,52,10.0,98.37292422318482,52,13.0,98.36973523635812,52,11.0,98.36966211208707,51,6.0,96.42608476769705,52,10.0,98.34434940931608,52,13.0,98.39516742630843,52,10.0,98.37957717861178,52,8.0,98.26543835701027,52,4.0,97.88339874259738,51,14.0,96.43612102156669,52,13.0,98.38648525146677,52,12.0,98.38586057791862,52,13.0,98.38541555547243,52,11.0,98.38468616458232,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C17264027,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,13,4.0,48.02964691416007,25,6.0,96.05784574469075,25,7.0,96.051925332738,25,4.0,95.93675646398336,25,1.0,95.51810479889707,25,1.0,95.60452848381942,25,1.0,95.66988055428413,25,2.0,95.64357084888647,25,1.0,95.70510191616637,25,1.0,95.64490600208988,25,5.0,96.04896445425535,25,5.0,96.07332508502267,25,5.0,96.08856342368071,25,5.0,96.0885967847367,25,5.0,96.09243061673978,25,6.0,96.09391167043157,25,5.0,96.08483905514416,25,7.0,96.08683878482572,25,4.0,96.07667281147832,25,5.0,96.0727286306342,25,3.0,96.05837634110472,25,2.0,95.97661426087484,25,3.0,95.93504823702294,25,1.0,94.2075092606004,25,1.0,91.59915758814876,25,0.0,95.92764313202936,25,5.0,96.03933186395301,25,7.0,96.07588904449618,25,5.0,96.08217538874447,25,6.0,96.07362317046395,25,7.0,96.08097171182477,25,1.0,95.94961498343001,25,5.0,96.07163396182432,12,2.0,44.027193625511764,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C3007747,0,0,0,0,0.0,0.0,0,0.0,0.0,13,3.0,46.526507354692434,25,4.0,93.73984491726917,25,4.0,89.77979099756809,25,2.0,84.07125383014863,25,6.0,95.23447041714925,25,8.0,96.0374876363133,25,5.0,92.8762136376935,25,4.0,91.02086433993315,25,2.0,79.93708702704726,25,3.0,82.40545468793472,25,1.0,78.46297486463979,25,3.0,77.63060973572038,25,3.0,85.07192832390857,25,5.0,95.37137598426429,25,8.0,96.1160421609803,25,7.0,96.1347764600884,25,5.0,96.43787693828389,25,8.0,96.57624728088749,25,8.0,96.62127629372125,25,8.0,96.40779026065937,25,9.0,96.48862891900023,25,3.0,95.74069056256334,25,2.0,94.85378809933329,25,4.0,93.41403713621442,25,1.0,64.86983260894795,25,1.0,41.32077201680625,25,3.0,82.3828504455528,25,3.0,94.7611718825222,25,6.0,96.41686318831907,25,7.0,96.41645410661152,25,3.0,94.8214588926266,25,7.0,96.45793266772257,25,7.0,95.94134392490601,25,7.0,96.05245716923208,25,8.0,95.70308753069907,17,5.0,63.76907054991467,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2642639,0,0,0,0,0.0,0.0,0,0.0,0.0,13,2.0,47.330857689624246,25,5.0,90.66435285308316,25,3.0,89.19054479406347,25,5.0,94.58652450856744,25,2.0,85.62371886073333,25,3.0,90.10406805328549,25,2.0,84.84931321410548,25,2.0,87.35240164956497,25,2.0,61.26833370563971,25,2.0,79.90150766665536,25,2.0,86.75547083162911,25,2.0,85.18009055785767,25,2.0,89.67238269158979,25,4.0,78.22467841371189,25,4.0,95.38577560989435,25,5.0,95.90890015745258,25,8.0,96.15559953206478,25,4.0,96.3223680366549,25,5.0,96.24689695397167,25,6.0,96.0025001787561,25,8.0,96.25778138025643,25,6.0,95.93237946247115,25,5.0,96.29225314702063,25,4.0,96.37122359903373,25,6.0,95.95847665432805,25,3.0,94.71093961471888,25,2.0,93.42157977900153,25,4.0,95.74649224563831,25,7.0,96.15926359038977,25,5.0,95.83127710629151,25,5.0,95.7230853330497,25,6.0,95.99885709022823,25,4.0,95.97488211332802,25,6.0,95.78426338404381,25,7.0,95.69308707416333,17,2.0,63.772886544906925,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
C2516349,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,5.0,48.76055027525386,51,5.0,90.42043630395816,52,3.0,82.26141810731869,52,2.0,93.91173644577994,52,7.0,95.05359785036971,52,7.0,94.92595654701023,52,6.0,92.38672920522244,51,4.0,92.88869933512501,52,2.0,93.40905759268412,52,1.0,95.15035082771918,52,2.0,96.32313349949001,52,3.0,94.70707661832384,52,12.0,98.14671524369612,51,9.0,96.19934350703586,52,10.0,98.50400250444929,52,13.0,98.4649025545343,52,10.0,98.27157887431574,52,12.0,98.55964319235011,52,12.0,98.65177751184271,52,13.0,98.6441088874502,51,11.0,96.65209350748366,52,10.0,98.31911584743949,52,12.0,97.9683568163196,52,1.0,87.62620590243814,52,3.0,60.814883648773176,52,5.0,94.01181330928603,51,10.0,96.45822816979998,52,13.0,98.640064425143,52,12.0,98.33975782592321,52,11.0,98.60192879750815,52,14.0,98.65624305425668,52,14.0,98.63771510963015,51,9.0,96.65888919084668,52,13.0,98.55877195938066,52,11.0,98.56858976030372,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
